time,water_flow,temperature,vacuum_pressure
0,98.88854204306297,23.880884383337513,9.917606451302799e-07
1,100.226504778432,23.944649923682466,9.938089054855082e-07
2,100.45822174849678,24.706567411071415,1.022498120957859e-06
3,101.08014903852127,25.243843293026778,1.0030068281895748e-06
4,101.50054068656837,23.646247578637382,1.0118213000153145e-06
5,98.88490580817214,24.775134911924184,9.970910061833243e-07
6,99.06914248878965,24.76687607174129,9.982014705377836e-07
7,98.60242214108538,25.729168889104223,1.0178198480924994e-06
8,99.60598014089302,24.84748909414357,9.945042378844847e-07
9,100.28635837444632,25.236494492370465,1.0048478623209472e-06
10,100.7873345165891,25.12062857004373,1.010340274110722e-06
11,99.70404897635748,23.9897167600964,1.0121137260184004e-06
12,99.44015247674515,25.444103608315867,1.0102090671498385e-06
13,99.89175799224874,25.172698252728146,1.0169581978109591e-06
14,98.88485709836998,25.324134319837295,1.020928557558178e-06
15,101.78953872169478,27.03811885321816,1.0223463754545934e-06
16,98.07233897288195,24.037943530250704,1.0061419619133216e-06
17,99.84474057889572,25.947348324880554,1.014158449020712e-06
18,101.66360621922964,24.946276240299824,1.0299476286187695e-06
19,99.62679984456,25.238664452201505,1.0279464718757385e-06
20,99.4099609649985,25.07724387734938,1.0062714054851893e-06
21,99.22255457718957,24.89288183330098,1.024514799003522e-06
22,99.3796083182376,24.82508353588062,1.0022177475062517e-06
23,100.91284847467654,25.279754367786502,1.0234693490206038e-06
24,97.30813808867049,24.361413151664163,1.0429776701674596e-06
25,101.03343370129633,25.500289583760882,1.01552107282731e-06
26,98.05604284754986,24.921902797557372,1.0176567695450841e-06
27,99.19334767076558,24.56996533047982,1.0346402978157285e-06
28,99.01075557970134,24.914993571002093,1.0125719848479036e-06
29,100.00855326977072,25.773574608431286,1.0226724497011496e-06
30,97.80187564811625,24.882332456491888,1.0359644113758174e-06
31,99.84217266608194,25.334226809104813,1.024657141523106e-06
32,101.38430962328685,24.794521862142265,1.0296403001278903e-06
33,97.9768259954072,25.54396092496181,1.0404418571031503e-06
34,99.50970616761039,25.512753869395105,1.0382154608353655e-06
35,98.6380178222034,26.099304416648206,1.037668183962954e-06
36,99.70588720619304,25.092218027250393,1.0326087772072995e-06
37,99.27914777741576,25.519327402378952,1.0407006111526896e-06
38,98.59851309095569,25.239033769769474,1.0367626731990025e-06
39,99.70787228487107,25.842935890931507,1.0435780560992577e-06
40,101.00434810978675,24.840583806195635,1.0350306797488202e-06
41,98.98909620827271,25.57750265643864,1.0391743102562045e-06
42,99.87975794214817,25.11265135194166,1.0321004220744797e-06
43,97.84672704212883,25.18290591144575,1.0426499238999377e-06
44,98.163563623182,25.265876242224184,1.0358899913637114e-06
45,99.57240627788038,25.35112019821334,1.03385953549838e-06
46,100.56411602853596,25.17188547843902,1.048586611478554e-06
47,99.41561334878567,25.34235659158526,1.0491273977585765e-06
48,98.72694196947685,26.02905902878109,1.0558287373494857e-06
49,99.01929140542335,25.73772484280761,1.0446887443042491e-06
50,97.74959226603028,25.68457729624845,1.0540805284683674e-06
51,99.58451532635537,25.027230236988064,1.0565079757227366e-06
52,99.8423330623234,24.81537958588584,1.056447738078316e-06
53,98.48790966716692,25.742650279118877,1.0447434631719785e-06
54,98.4499578522405,25.708023396264895,1.055493634822712e-06
55,99.16587822965205,26.01133533787549,1.0586414029605468e-06
56,98.4432802639594,24.978009687015387,1.0560717846690794e-06
57,98.79386738537417,25.170225672319827,1.036135223416289e-06
58,100.93972178916651,24.470257918737282,1.0596048962397346e-06
59,98.572974299254,25.098764446969565,1.0811253103939724e-06
60,98.44165984797877,25.798285255289723,1.0563996073124301e-06
61,98.13245819436484,25.0717523103859,1.0537192290214466e-06
62,99.50419197149994,25.63023989760041,1.065733485597114e-06
63,98.5587758267819,25.219748447001095,1.0661237821046657e-06
64,98.07062696167857,25.48202851411078,1.0759273516541641e-06
65,100.02130403227301,24.751154305092165,1.052421318440911e-06
66,100.09960300451364,25.37260472481695,1.07331380252575e-06
67,98.05957643426129,23.83943201454964,1.0729042206125145e-06
68,96.77346004863938,25.246551920919007,1.0665785346305946e-06
69,99.62751368983693,24.52976337814243,1.072386873179217e-06
70,97.91537017424,25.95299725827341,1.0802945748159835e-06
71,99.37062559916276,25.743703676382257,1.0797231538002846e-06
72,96.58989618228817,25.59333549098304,1.0605698068792628e-06
73,99.43259733829932,26.12550311357969,1.0812015818675547e-06
74,97.30882807071922,24.895541739587582,1.0733531139496747e-06
75,99.23076411906652,26.24868159895778,1.075728740980155e-06
76,98.49427306783643,25.84609578213019,1.0767319699100169e-06
77,97.50606058060335,25.266722356390527,1.0754975701120173e-06
78,98.03296368707322,25.95781007359147,1.0899170749710706e-06
79,99.1063184569567,24.841853243794183,1.078162820401508e-06
80,98.50589445311525,24.98774291923616,1.0688045387161682e-06
81,98.96441298047247,25.10070513838015,1.0770647014403025e-06
82,100.33644058451549,25.145511145967994,1.0837869471681048e-06
83,96.77575838828895,24.886721178619872,1.0952921478429705e-06
84,99.93721257496861,26.031541533547664,1.0900309468494882e-06
85,98.4043559375232,25.295572799815083,1.0764946472125296e-06
86,97.38121595167688,25.60625248417844,1.1108518991667888e-06
87,96.92968637426101,25.149824316793158,1.0896477531097797e-06
88,98.05087960922296,24.52969834972574,1.10075390737999e-06
89,99.14165011192446,25.58002867919571,1.0874828556642275e-06
90,98.07245087962247,24.49387251229011,1.0953335924470545e-06
91,99.69115493024735,25.420682976957263,1.099394685045184e-06
92,96.70882430994844,24.775842480583595,1.1041819471175423e-06
93,98.12791105215395,26.458637999615405,1.1035736830537822e-06
94,96.86760655558689,25.92568136108736,1.1027219700007298e-06
95,98.46363188262497,25.527876895635742,1.0918491326880588e-06
96,98.9668873900973,26.111853338827334,1.0902825395804393e-06
97,97.63923820631895,25.06184201126713,1.100326075103242e-06
98,95.43578614337287,25.761739689335045,1.1073312807234105e-06
99,98.21894814679649,25.594905216859356,1.0967727929922339e-06
100,98.43673855173351,25.632010040666835,1.110651719657144e-06
101,98.3842947549617,26.141176750053383,1.1155261674548617e-06
102,99.19578219182215,25.876246051389902,1.0928367908092659e-06
103,96.86894632035094,25.65936183141251,1.0946307929620371e-06
104,98.60021610545046,24.692556281885853,1.1025962494109466e-06
105,99.09250751247798,25.044976852360268,1.108076126681892e-06
106,96.10141241599348,25.46864553320214,1.1007543298623294e-06
107,98.17965182591898,25.581686187138327,1.1205220267886713e-06
108,97.33582016899233,24.974898137663036,1.1122406686151846e-06
109,97.73847732689835,26.75083833778921,1.1093944704824073e-06
110,98.14767648353833,26.308197027626786,1.0956409047613148e-06
111,97.29277143588645,25.856059160196242,1.097841841835725e-06
112,97.0842919208384,25.59601843064187,1.114810092502818e-06
113,97.77415241748803,25.458895515049427,1.0916740437384516e-06
114,96.63275406113719,25.094040769988883,1.1241263740964408e-06
115,96.61417487111481,25.61374025925943,1.1134184615562768e-06
116,98.35937328295651,25.708876270071375,1.1484309296959474e-06
117,96.51120596484134,24.96411971225919,1.1400791625061612e-06
118,98.30631250090921,25.75708820862245,1.1161855093075247e-06
119,98.08259129285396,25.517370475587626,1.1179366299746869e-06
120,95.87419327120939,24.646096221061306,1.1299558151400202e-06
121,96.90243534766434,25.17480749461025,1.1380317260991804e-06
122,98.75410940304738,25.403197233289177,1.1056197094256399e-06
123,96.55883446886033,26.558843828670092,1.105136245346453e-06
124,97.05559573769061,25.89827656226688,1.1177796519444562e-06
125,97.9620608932519,24.957259215450055,1.1308273758317386e-06
126,98.2633905092826,25.87301814470882,1.130968735905076e-06
127,97.2084611139555,24.861348005530818,1.1376977145498384e-06
128,96.84248980530836,26.181345526943538,1.116003024716347e-06
129,98.84236986169851,25.40943767409106,1.1058385613703112e-06
130,99.13889966379759,25.603181905630414,1.1385801419530214e-06
131,98.35885805078179,26.317898323771097,1.1227180372703475e-06
132,97.44531814256503,25.016418215707876,1.1118151213561136e-06
133,96.53173427835908,24.966440907443502,1.1344506374595938e-06
134,96.48955559344343,25.378200336827,1.1419317568821867e-06
135,97.82251410526575,26.19418942550966,1.1337794286787872e-06
136,97.69839822088869,24.92032696226158,1.1314215161381752e-06
137,98.66159859294643,24.268922200944715,1.1354063776785408e-06
138,97.89045009253613,25.4644205707955,1.1342941723759921e-06
139,95.71691969824018,25.970870399955462,1.1255195288805983e-06
140,98.25194761772292,26.300130874869414,1.1328531932300956e-06
141,96.18193937268559,25.473419318957298,1.146212799050138e-06
142,96.77602872804765,25.504286696442,1.145216785413765e-06
143,97.39020020625169,26.291950367127875,1.1446805980596681e-06
144,99.11566748978397,24.78512915015229,1.1340485151814662e-06
145,100.20991855600535,25.530739612408496,1.1431849683786434e-06
146,97.68672305913618,25.82521194496253,1.1242293495355713e-06
147,96.87680338127961,25.959609360642517,1.148784766638854e-06
148,97.57450564848055,25.485096653404558,1.1622885770781354e-06
149,97.90765542587383,25.762220505852923,1.1342586786795789e-06
150,96.67933237444281,24.505836323293504,1.1441407232668224e-06
151,98.77521135591233,25.425875793833075,1.1542910677871013e-06
152,97.1900707591914,25.986754356277235,1.1645284263442749e-06
153,97.4377430890914,25.27385298287266,1.1485177538369986e-06
154,97.58592425205447,25.799492110794798,1.147077496707341e-06
155,97.32158661061446,25.998436250401348,1.135310768575839e-06
156,97.71894050046961,25.608725399571117,1.157034381293081e-06
157,96.24274681345308,25.870231885498285,1.1774207604014374e-06
158,96.28169824605398,25.308633717357694,1.1607735846196468e-06
159,95.7198457670283,25.691694360151978,1.158777210208163e-06
160,97.23950123062022,26.10510808479461,1.1632208231076697e-06
161,97.55893650351211,25.883486480484216,1.160889079960514e-06
162,97.21777286615189,25.51673436521803,1.1538698562773988e-06
163,98.41449243334753,25.927108202145398,1.1712327991567769e-06
164,96.71440398117095,26.177304895318308,1.1662576152311174e-06
165,97.36874165559252,24.80002936071126,1.1651761325193363e-06
166,95.5882991238607,26.409537032477946,1.1562463397272175e-06
167,96.2729002975256,25.666872630659466,1.1800350793193475e-06
168,97.33553775756577,26.052744966620114,1.1746470274533311e-06
169,97.46910211074315,26.443623461822614,1.1634707916263269e-06
170,96.3060330523358,25.16416315138477,1.1800182485368195e-06
171,96.50840074814194,25.500279498786227,1.1660242916161477e-06
172,95.0421262533192,25.715725652062147,1.1641799650748896e-06
173,96.1829707991934,25.473123239437783,1.1654029688251971e-06
174,97.41038316351978,26.737468287918404,1.156289314469119e-06
175,97.07520501610657,25.446613953086604,1.179715423804182e-06
176,96.98066572138121,25.602226610256565,1.1576885512166166e-06
177,96.50977368718095,25.98719451580149,1.1647155616873423e-06
178,96.44706315862817,25.288925236961955,1.1572441199092147e-06
179,95.75967886052655,25.697159644121868,1.1781393030720911e-06
180,97.09882842020254,26.058726630625085,1.1784967953972813e-06
181,96.80097294438939,25.738569797808747,1.1777330378681364e-06
182,96.8520188479928,25.863306570550026,1.1715742230532942e-06
183,95.81396515733242,25.650333943775813,1.1712776624656335e-06
184,94.16665708012874,25.16276484540962,1.1886436986354658e-06
185,97.39715271175369,26.08579660566962,1.179494480682915e-06
186,95.8011625439916,26.80746653582362,1.1891635832153614e-06
187,95.39722423595688,25.944200815391717,1.1781475131387578e-06
188,96.933478911914,26.052632058623775,1.1898106274277107e-06
189,95.82798736008087,26.29136137755843,1.2020327803731606e-06
190,97.25993638404663,25.31533475172665,1.1958616580039278e-06
191,96.7970059495767,26.806257329064803,1.186875861817835e-06
192,96.84356932320047,26.061164398211403,1.1945719897035592e-06
193,94.77404428879947,26.780928449544554,1.1905933482546978e-06
194,97.3319439853864,25.603483502238003,1.1940788018469472e-06
195,96.36125053123385,26.884030961278913,1.191743889478515e-06
196,95.71072286075379,26.367577747017393,1.194356647941146e-06
197,96.20338846734225,26.26152004292618,1.1991209335307416e-06
198,94.26376476710169,26.107012227176572,1.1880664130041805e-06
199,96.42865281148066,25.870735690962775,1.1888412117301e-06
200,94.97062849181793,26.600265829236935,1.186114574461688e-06
201,94.62732971415647,26.075179934924023,1.184997288954963e-06
202,94.4376408137821,25.026465148206427,1.1898271730777951e-06
203,97.05268837498993,25.4564067691465,1.2045946250680413e-06
204,95.2907366063072,25.927077123903626,1.1950721248450813e-06
205,97.43372770991651,26.179999491582777,1.210136144642311e-06
206,95.3441985369477,26.001705755550052,1.2063471374875257e-06
207,94.15264204240705,26.644485394896833,1.1873149578656196e-06
208,94.72347556005134,25.064449067980686,1.2145497558422169e-06
209,97.05581162000693,26.116793968252583,1.217107986455917e-06
210,95.64410182206333,25.141010387306423,1.2000613732516513e-06
211,95.2317127035094,26.434856147742085,1.2152019154289499e-06
212,95.92001822585279,26.012770642778996,1.203435017625908e-06
213,96.24178273616754,26.27480498601206,1.2139767037674835e-06
214,96.83739881590246,25.63805851970512,1.2013550159304503e-06
215,97.14849922989293,26.714732465828874,1.1970689354746542e-06
216,95.32023135421092,26.600862332029426,1.2121718281038703e-06
217,94.33395231391796,26.376772151505946,1.2157627105372515e-06
218,95.22653483887673,26.025241376568278,1.214023203063854e-06
219,95.88028050658289,26.384928642647566,1.2071596944177742e-06
220,94.63624107378938,25.74655371600633,1.2160010093786886e-06
221,94.62284908510496,26.532777829510355,1.2236929475258073e-06
222,95.90378788154989,26.93474044716196,1.2215510696987746e-06
223,95.49134764842955,26.650305279989592,1.2248250103059921e-06
224,95.55279699541158,25.755198765096296,1.2172988479954578e-06
225,94.74150466529993,26.30570865863655,1.2367171791471615e-06
226,95.24959928579423,25.483429228120674,1.214238266634452e-06
227,94.5357668557317,26.42119515558784,1.231875602970867e-06
228,96.33019841112478,26.36530170643127,1.2398189109295996e-06
229,96.45524933472376,25.210091830233917,1.233809080927489e-06
230,93.55381213776191,25.56910807804382,1.2279747577293519e-06
231,94.45048913980759,26.01343055162812,1.22571702953337e-06
232,93.86347074490992,26.009570126429587,1.2423608765104626e-06
233,94.6899760655931,25.560261532290596,1.218770250747383e-06
234,95.23656203020963,26.364489364676093,1.2242987573962036e-06
235,93.85035478030147,26.300736804470258,1.2310244223450827e-06
236,94.35814018687469,26.08286543401074,1.2483765375751198e-06
237,94.2560426279185,25.80710424992082,1.240797676360409e-06
238,95.44726732939894,26.714353563208284,1.2283195424148976e-06
239,95.28934433703625,27.022703556544148,1.2358969229461508e-06
240,94.47826244666275,25.95821925807673,1.2338567685590371e-06
241,95.35682087213941,25.898916541422587,1.2339021100776646e-06
242,94.61331991541273,26.455603832706,1.2517888955855677e-06
243,94.86834488967395,26.035985310126506,1.229282568707365e-06
244,96.79345209029854,26.150301399668383,1.2600878085573437e-06
245,96.44046105179034,26.59482657586234,1.2532822969018462e-06
246,93.7804187630724,25.275321956246355,1.256908616706037e-06
247,95.88973241787917,26.894151162426333,1.2423706048797475e-06
248,95.8513965544916,26.27634026216467,1.2465005928092088e-06
249,93.87173671124738,26.03925342771891,1.234668481854753e-06
250,95.81877764375486,26.205382922889275,1.2447533759293318e-06
251,96.51793191841256,26.236214677510258,1.2559365484764314e-06
